Uuid,Void/Retire,Mappings|SAME-AS|OpenBoxes,Name,Concept Drug,Concept Dosage Form,Ingredient 1,Ingredient 1 Strength,Ingredient 1 Units,Ingredient 2,Ingredient 2 Strength,Ingredient 2 Units,Ingredient 3,Ingredient 3 Strength,Ingredient 3 Units,Ingredient 4,Ingredient 4 Strength,Ingredient 4 Units
9f7ece85-51c3-465b-bdc3-a0646db118b9,,10219,"Thiopental, Powder for solution for injection, 500mg vial",CIEL:85015,Vial,CIEL:85015,,,,,,,,,,,
609fc2dd-2c59-4778-9b27-4d2995cebf24,,13138,"Total Parenteral nutrition (TPN), for Central IV use, 1745Kcal, 2053mL three chamber bag (Kabiven 63323071220)",CIEL:168068,,CIEL:168068,,,,,,,,,,,
5e33be18-0d68-4538-8250-3cc21a33265e,,24997,"Total Parenteral Nutrition (TPN), for Peripheral IV use, Amino acid 2.4%, Electrolytes 0.5%, Dextrose 6.8%, Lipids 3.5%, 1440 mL (PeriKabiven 6332371414)",CIEL:168068,Bag,CIEL:168068,,,,,,,,,,,
48bad836-e456-40db-be79-769e2798b23e,,11121,"Tramadol hydrochloride, 50mg capsule",CIEL:85276,Capsule,CIEL:85276,50,Milligram,,,,,,,,,
cb150b20-c2bc-4555-a88c-36e1029032c3,,10501,"Tramadol hydrochloride, Solution for injection, 50mg/mL, 2mL ampoule",CIEL:85276,Ampule(s),CIEL:85276,,,,,,,,,,,
2b15ae0e-4f08-48c3-a849-1a820c6cc331,,13164,"Tranexamic acid, 500mg tablet",CIEL:85286,Tablet,CIEL:85286,500,Milligram,,,,,,,,,
6f83bf12-eeb6-4828-9a7d-ed06cf516e7a,,11555,"Tranexamic acid, Solution for injection, 100mg/mL, 5mL ampoule",CIEL:85286,Ampule(s),CIEL:85286,,,,,,,,,,,
8893bad4-a63d-4da6-9d10-96f709b20173,,12129,"Trihexyphenidyl, 2mg tablet",CIEL:85463,Tablet,CIEL:85463,2,Milligram,,,,,,,,,
78fb8112-dfbe-11e9-8a34-2a2ae2dbcce4,,10165,"Vancomycin hydrochloride, Powder for solution for infusion, 1 gram vial",CIEL:86083,Vial,CIEL:86083,,,,,,,,,,,
514eb30d-0d69-46fc-9fec-4085a0e6f1fc,,16809,"Vancomycin hydrochloride, Powder for solution for infusion, 500mg vial",CIEL:86083,Vial,CIEL:86083,,,,,,,,,,,
e479dcce-3c76-4939-9dfd-02c4b7a649be,TRUE,11782,"Vecuronium bromide, Powder for solution for injection, 10mg vial",CIEL:86145,Vial,CIEL:86145,,,,,,,,,,,
af8c2d94-dfbe-11e9-8a34-2a2ae2dbcce4,,14166,"Verapamil hydrochloride, Solution for injection, 2.5mg/mL, 2mL ampoule",CIEL:86177,Ampoule(s),CIEL:86177,,,,,,,,,,,
4afac242-e098-4ce0-8e2b-b92e3df64c31,TRUE,12177,"Vitamin A (Retinol), 100,000 IU soft gel capsule",CIEL:86339,Capsule,CIEL:86339,,,,,,,,,,,
ae7b2889-8094-49a8-82b5-3b70d351b81d,,12360,"Vitamin A (Retinol), 200,000 IU soft gel capsule",CIEL:86339,Capsule,CIEL:86339,,,,,,,,,,,
424d2f86-835f-473a-9d2e-b74b16734db7,,10034,"Vitamin B Compound, tablet",CIEL:86341,Tablet,CIEL:86341,,,,,,,,,,,
1779f27f-0272-41da-a242-c6851a9aef6d,TRUE,11309,"Warfarin sodium, 5mg tablet",CIEL:86417,Tablet,CIEL:86417,5,Milligram,,,,,,,,,
6d71d2a5-071f-4530-b899-bdeba96ada09,,11393,"Water for injection, 10mL plastic ampoule",CIEL:84323,Ampule(s),CIEL:84323,,,,,,,,,,,
f4eadb59-49ee-40b9-b40a-6578f9ff89bb,,10996,"Zinc oxide, Skin ointment, 10%, 100 gram tube",CIEL:86684,Tube,CIEL:86684,,,,,,,,,,,
d3cb4912-1f40-11e5-b5f7-727283247c7f,,11433,"Zinc sulfate monohydrate, 54.9mg (Elemental zinc 20mg), dispersible tablet",CIEL:86688,Tablet,CIEL:86688,54.9,Milligram,,,,,,,,,
